fdc_id,description_en,description_de
169782,"HUNGRY MAN, Salisbury Steak With Gravy, frozen, unprepared","HUNGRIGER MANN, Salisbury-Steak mit Soße, gefroren, unvorbereitet"
169783,"BANQUET, Salisbury Steak With Gravy, family size, frozen, unprepared","BANKETT, Salisbury-Steak mit Soße, Familiengröße, gefroren, unzubereitet"
169784,"JIMMY DEAN, Sausage, Egg, and Cheese Breakfast Biscuit, frozen, unprepared","JIMMY DEAN, Frühstückskeks mit Wurst, Ei und Käse, gefroren, unzubereitet"
169785,"Infant formula, GERBER, GOOD START, PROTECT PLUS, powder","Säuglingsnahrung, GERBER, GOOD START, PROTECT PLUS, Pulver"
169786,"Infant Formula, GERBER GOOD START 2, GENTLE PLUS, powder","Säuglingsnahrung, GERBER GOOD START 2, GENTLE PLUS, Pulver"
169787,"Infant formula, GERBER, GOOD START 2, PROTECT PLUS, powder","Säuglingsnahrung, GERBER, GOOD START 2, PROTECT PLUS, Pulver"
169788,"Infant formula, MEAD JOHNSON, ENFAMIL, ENFAGROW, Soy, Toddler transitions, with ARA and DHA,  powder","Säuglingsnahrung, MEAD JOHNSON, ENFAMIL, ENFAGROW, Soja, Kleinkindübergänge, mit ARA und DHA, Pulver"
169789,"Infant formula, MEAD JOHNSON, ENFAMIL, Premature, 24 calories ready-to-feed Low iron","Säuglingsnahrung, MEAD JOHNSON, ENFAMIL, Frühgeborene, 24 Kalorien, fütterungsfertig. Eisenarm"
169790,"Infant Formula, MEAD JOHNSON, ENFAMIL, Premium, Infant, ready-to-feed","Säuglingsnahrung, MEAD JOHNSON, ENFAMIL, Premium, Säugling, fütterungsfertig"
169791,"Infant Formula, MEAD JOHNSON, ENFAMIL, Premium, Infant, powder","Säuglingsnahrung, MEAD JOHNSON, ENFAMIL, Premium, Säugling, Pulver"
169792,"Babyfood, GERBER, Banana with orange medley","Babynahrung, GERBER, Banane mit Orangenmischung"
169793,"Bear, black, meat (Alaska Native)","Bär, schwarz, Fleisch (Eingeborener aus Alaska)"
169794,"Bear, polar, meat, raw (Alaska Native)","Bär, Eisbär, Fleisch, roh (Eingeborener aus Alaska)"
169795,"Whale, beluga, meat, dried (Alaska Native)","Wal, Beluga, Fleisch, getrocknet (Alaska Native)"
169796,"Whale, beluga, eyes (Alaska Native)","Wal, Beluga, Augen (Eingeborener aus Alaska)"
169797,"Whale, beluga, meat, raw (Alaska Native)","Wal, Beluga, Fleisch, roh (Eingeborener aus Alaska)"
169798,"Fish, blackfish, whole (Alaska Native)","Fisch, Schwarzbarsch, ganz (Alaska Native)"
169799,"Blueberries, wild, frozen (Alaska Native)","Blaubeeren, wild, gefroren (Alaska Native)"
169800,"Caribou, bone marrow, raw (Alaska Native)","Karibu, Knochenmark, roh (Eingeborener aus Alaska)"
169801,"Caribou, eye, raw (Alaska Native)","Karibu, Auge, roh (Eingeborener aus Alaska)"
169802,"Cloudberries, raw (Alaska Native)","Moltebeeren, roh (Alaska Native)"
169803,"Cockles, raw (Alaska Native)","Herzmuscheln, roh (Alaska Native)"
169804,"Cranberries, wild, bush, raw (Alaska Native)","Cranberries, wild, Busch, roh (Alaska Native)"
169805,"Cranberry, low bush or lingenberry, raw (Alaska Native)","Cranberry, niedriger Busch oder Preiselbeere, roh (Alaska Native)"
169806,"Fish, herring eggs, Pacific, plain (Alaska Native)","Fisch, Heringseier, Pazifik, schlicht (Alaska-Ureinwohner)"
169807,"Fish, herring, Pacific, flesh, air-dried, packed in oil (Alaska Native)","Fisch, Hering, Pazifik, Fleisch, luftgetrocknet, in Öl verpackt (Alaska Native)"
169808,"Huckleberries, raw (Alaska Native)","Heidelbeeren, roh (Alaska Native)"
169809,"Fish, lingcod, meat, raw (Alaska Native)","Fisch, Lingcod, Fleisch, roh (Alaska Native)"
169810,"Fish, lingcod, liver (Alaska Native)","Fisch, Lingcod, Leber (Eingeborener aus Alaska)"
169811,"Tennis Bread, plain (Apache)","Tennisbrot, natur (Apache)"
169812,"Fish, halibut, cooked, with skin (Alaska Native)","Fisch, Heilbutt, gekocht, mit Haut (Alaska Native)"
169813,"Salmon, red (sockeye), filets with skin, smoked (Alaska Native)","Lachs, rot (Sockeye), Filets mit Haut, geräuchert (Alaska Native)"
169814,"Agave, raw (Southwest)","Agave, roh (Südwesten)"
169815,"Lambsquarters, steamed (Northern Plains Indians)","Lammviertel, gedämpft (Northern Plains Indians)"
169816,"Prickly pears, raw (Northern Plains Indians)","Kaktusfeigen, roh (Northern Plains Indians)"
169817,"Prickly pears, broiled (Northern Plains Indians)","Kaktusfeigen, gegrillt (Northern Plains Indians)"
169818,"Prairie Turnips, raw (Northern Plains Indians)","Prärierüben, roh (Northern Plains Indians)"
169819,"Stinging Nettles, blanched (Northern Plains Indians)","Brennnesseln, blanchiert (Northern Plains Indians)"
169820,"Plums, wild (Northern Plains Indians)","Pflaumen, wild (Northern Plains Indians)"
169821,"Pinon Nuts, roasted (Navajo)","Pinon-Nüsse, geröstet (Navajo)"
169822,"Caribou, hind quarter, meat, cooked (Alaska Native)","Karibu, Hinterviertel, Fleisch, gekocht (Alaska Native)"
169823,"Agutuk, fish with shortening (Alaskan ice cream) (Alaska Native)","Agutuk, Fisch mit Backfett (Alaska-Eiscreme) (Alaska Native)"
169824,"Sea lion, Steller, meat with fat (Alaska Native)","Seelöwe, Steller, Fleisch mit Fett (Eingeborener aus Alaska)"
169825,"Sea lion, Steller, fat (Alaska Native)","Seelöwe, Steller, fett (Eingeborener aus Alaska)"
169826,"Wocas, dried seeds, Oregon, yellow pond lily (Klamath)","Wocas, getrocknete Samen, Oregon, gelbe Teichlilie (Klamath)"
169827,"Hazelnuts, beaked (Northern Plains Indians)","Haselnüsse, Schnabel (Northern Plains Indians)"
169828,"Tea, herbal, brewed, Hohoysi (Hopi)","Tee, Kräutertee, aufgebrüht, Hohoysi (Hopi)"
169829,"Tortilla, blue corn, Sakwavikaviki (Hopi)","Tortilla, blauer Mais, Sakwavikaviki (Hopi)"
169830,"Bread, blue corn, somiviki (Hopi)","Brot, blauer Mais, Somiviki (Hopi)"
169831,"APPLEBEE'S, 9 oz house sirloin steak","APPLEBEE'S, 9 Unzen hausgemachtes Lendensteak"
169832,"T.G.I. FRIDAY'S, FRIDAY'S Shrimp, breaded","T.G.I. FRIDAY'S, FRIDAY'S Shrimps, paniert"
169833,"T.G.I. FRIDAY'S, french fries","T.G.I. FREITAGS, Pommes Frites"
169834,"T.G.I. FRIDAY'S, fried mozzarella","T.G.I. FREITAGS, gebratener Mozzarella"
169835,"T.G.I. FRIDAY'S, macaroni & cheese, from kid's menu","T.G.I. FREITAGS, Makkaroni und Käse, von der Kinderkarte"
169836,"Restaurant, family style, french fries","Restaurant, familiärer Stil, Pommes Frites"
169837,"Restaurant, family style, chicken fingers, from kid's menu","Restaurant, Familienstil, Chicken Fingers, von der Kinderkarte"
169838,"Restaurant, family style, shrimp, breaded and fried","Restaurant, Familienstil, Garnelen, paniert und frittiert"
169839,"Restaurant, family style, macaroni & cheese, from kids' menu","Restaurant im Familienstil, Makkaroni und Käse, Kinderkarte"
169840,"APPLEBEE'S, crunchy onion rings","APPLEBEE'S, knusprige Zwiebelringe"
169841,"APPLEBEE'S, chicken tenders platter","APPLEBEE'S, Hähnchenfiletplatte"
169842,"CRACKER BARREL, chicken tenderloin platter, fried","CRACKER BARREL, Hähnchenfiletplatte, gebraten"
169843,"CRACKER BARREL, coleslaw","CRACKER BARREL, Krautsalat"
169844,"DENNY'S, onion rings","DENNY'S, Zwiebelringe"
169845,"DENNY'S, spaghetti and meatballs","DENNY'S, Spaghetti und Fleischbällchen"
169846,"Restaurant, family style, fish fillet, battered or breaded, fried","Restaurant, Familienstil, Fischfilet, paniert oder paniert, frittiert"
169847,"Restaurant, family style, chicken tenders","Restaurant im Familienstil, Hähnchenfilet"
169848,"Restaurant, family style, hash browns","Restaurant, familiärer Stil, Rösti"
169849,"CRACKER BARREL, macaroni n' cheese","CRACKER BARREL, Makkaroni und Käse"
169850,"Restaurant, Italian, lasagna with meat","Restaurant, Italienisch, Lasagne mit Fleisch"
169851,"OLIVE GARDEN, lasagna classico","OLIVE GARDEN, Lasagne Classico"
169852,"OLIVE GARDEN, spaghetti with pomodoro sauce","OLIVE GARDEN, Spaghetti mit Pomodoro-Sauce"
169853,"CARRABBA'S ITALIAN GRILL, spaghetti with pomodoro sauce","CARRABBA'S ITALIAN GRILL, Spaghetti mit Pomodoro-Sauce"
169854,"ON THE BORDER, cheese enchilada",AN DER GRENZE Käse-Enchilada
169855,"Restaurant, Mexican, cheese enchilada","Restaurant, Mexikanisch, Käse-Enchilada"
169856,"Restaurant, Mexican, cheese tamales","Restaurant, Mexikanisch, Käse-Tamales"
169857,"CARRABBA'S ITALIAN GRILL, chicken parmesan without cavatappi pasta","CARRABBA'S ITALIAN GRILL, Hühnchen-Parmesan ohne Cavatappi-Nudeln"
169858,"OLIVE GARDEN, chicken parmigiana without pasta","OLIVE GARDEN, Hühnchen-Parmigiana ohne Nudeln"
169859,"Cereals ready-to-eat, POST, HONEY BUNCHES OF OATS, with almonds","Verzehrfertiges Getreide, POST, HONIGHAFERBÜNDEL, mit Mandeln"
169860,"Margarine-like, vegetable oil spread, stick or tub, sweetened","Margarineartiger, pflanzlicher Ölaufstrich, Stange oder Becher, gesüßt"
169861,"Snacks, popcorn, home-prepared, oil-popped, unsalted","Snacks, Popcorn, selbst zubereitet, mit Öl gepoppt, ungesalzen"
169862,"Cereals ready-to-eat, POST, GREAT GRAINS Crunchy Pecan Cereal","Verzehrfertiges Getreide, POST, GREAT GRAINS Knuspriges Pekannuss-Müsli"
169863,"Snacks, granola bar, with coconut, chocolate coated","Snacks, Müsliriegel, mit Kokosnuss, mit Schokolade überzogen"
169864,"Babyfood, vegetable and brown rice, strained","Babynahrung, Gemüse und brauner Reis, abgesiebt"
169865,"Babyfood, peas and brown rice","Babynahrung, Erbsen und brauner Reis"
169866,"Frankfurter, meat and poultry, low fat","Frankfurter, Fleisch und Geflügel, fettarm"
169867,"Oil, corn and canola","Öl, Mais und Raps"
169868,"Milk, fluid, nonfat, calcium fortified (fat free or skim)","Milch, flüssig, fettfrei, mit Kalzium angereichert (fettfrei oder entrahmt)"
169869,"Peanut butter, reduced sodium","Erdnussbutter, reduziertes Natrium"
169870,"Cereals ready-to-eat, POST GREAT GRAINS Banana Nut Crunch","Verzehrfertiges Getreide, POST GREAT GRAINS Bananen-Nuss-Crunch"
169871,"Babyfood, carrots, toddler","Babynahrung, Karotten, Kleinkind"
169872,"Babyfood, dessert, banana pudding, strained","Babynahrung, Dessert, Bananenpudding, abgesiebt"
169873,"Babyfood, fruit, tutti frutti, strained","Babynahrung, Obst, Tutti Frutti, passiert"
169874,"Babyfood, fruit, tutti frutti, junior","Babynahrung, Obst, Tutti Frutti, Junior"
169875,"Salad dressing, sweet and sour","Salatdressing, süß-sauer"
169876,"Salad dressing, blue or roquefort cheese, low calorie","Salatdressing, Blauschimmelkäse oder Roquefortkäse, kalorienarm"
169877,"Salad dressing, caesar, low calorie","Salatdressing, Caesar, kalorienarm"
169878,"Syrups, sugar free","Sirupe, zuckerfrei"
169879,"Jellies, no sugar (with sodium saccharin), any flavors","Gelees, ohne Zucker (mit Natriumsaccharin), ohne Aromen"
169880,"Candies, hard, dietetic or low calorie (sorbitol)","Bonbons, hart, diätetisch oder kalorienarm (Sorbit)"
169881,"Candies, chocolate covered, low sugar or low calorie","Bonbons, mit Schokolade überzogen, zuckerarm oder kalorienarm"
169882,"Chewing gum, sugarless","Kaugummi, zuckerfrei"
169883,"Fluid replacement, electrolyte solution (include PEDIALYTE)","Flüssigkeitsersatz, Elektrolytlösung (einschließlich PEDIALYTE)"
169884,"Vermicelli, made from soy","Fadennudeln, hergestellt aus Soja"
169885,"Beans, liquid from stewed kidney beans","Bohnen, Flüssigkeit aus gedünsteten Kidneybohnen"
169886,"Chicken, meatless","Huhn, fleischlos"
169887,"Frankfurter, meatless","Frankfurter, fleischlos"
169888,Vegetarian meatloaf or patties,Vegetarischer Hackbraten oder Pastetchen
169889,"Radishes, hawaiian style, pickled","Radieschen nach hawaiianischer Art, eingelegt"
169890,"Cabbage, japanese style, fresh, pickled","Kohl, japanische Art, frisch, eingelegt"
169891,"Cabbage, mustard, salted","Kohl, Senf, gesalzen"
169892,"Eggplant, pickled","Aubergine, eingelegt"
169893,"Bacon bits, meatless","Speckstücke, fleischlos"
169894,"Butter replacement, without fat, powder","Butterersatz, ohne Fett, Pulver"
169895,"Salad dressing, buttermilk, lite","Salatdressing, Buttermilch, leicht"
169896,"Sweeteners, tabletop, fructose, dry, powder","Süßstoffe, Tafelsüße, Fruktose, trocken, Pulver"
169897,"Beverage, instant breakfast powder, chocolate, sugar-free, not reconstituted","Getränk, Instant-Frühstückspulver, Schokolade, zuckerfrei, nicht rekonstituiert"
169898,"Yogurt, fruit variety, nonfat","Joghurt, Obstsorte, fettfrei"
169899,"Whipped cream substitute, dietetic, made from powdered mix","Schlagsahne-Ersatz, diätetisch, hergestellt aus einer Pulvermischung"
169900,"Frozen novelties, ice cream type, sundae, prepackaged","Gefrorene Neuheiten, Eiscremetyp, Eisbecher, vorverpackt"
169901,"Cheese, american cheddar, imitation","Käse, amerikanischer Cheddar, Imitat"
169902,"Quail, cooked, total edible","Wachtel, gekocht, absolut essbar"
169903,"Pheasant, cooked, total edible","Fasan, gekocht, völlig essbar"
169904,"Eggs, scrambled, frozen mixture","Eier, Rührei, gefrorene Mischung"
169905,"Dove, cooked (includes squab)","Taube, gekocht (einschließlich Jungtier)"
169906,"Pork, cured, ham, boneless, low sodium, extra lean and regular, roasted","Schweinefleisch, gepökelt, Schinken, ohne Knochen, natriumarm, extra mager und normal, geröstet"
169907,"Longans, dried","Longans, getrocknet"
169908,"Loquats, raw","Wollmispeln, roh"
169909,"Mammy-apple, (mamey), raw","Mammy-Apfel, (mamey), roh"
169910,"Mangos, raw","Mangos, roh"
169911,"Melons, honeydew, raw","Melonen, Honigtau, roh"
169912,"Melon balls, frozen","Melonenbällchen, gefroren"
169913,"Mulberries, raw","Maulbeeren, roh"
169914,"Nectarines, raw","Nektarinen, roh"
169915,"Oheloberries, raw","Ohelobeeren, roh"
169916,"Oranges, raw, California, valencias","Orangen, roh, Kalifornien, Valencia"
169917,"Oranges, raw, navels (Includes foods for USDA's Food Distribution Program)","Orangen, roh, Navels (einschließlich Lebensmittel für das Food Distribution Program des USDA)"
169918,"Oranges, raw, Florida","Orangen, roh, Florida"
169919,"Oranges, raw, with peel","Orangen, roh, mit Schale"
169920,"Orange juice, chilled, includes from concentrate, with added calcium","Orangensaft, gekühlt, aus Konzentrat, mit Kalziumzusatz"
169921,"Orange juice, frozen concentrate, unsweetened, diluted with 3 volume water, with added calcium","Orangensaft, gefrorenes Konzentrat, ungesüßt, verdünnt mit 3 Volumenteilen Wasser, mit Kalziumzusatz"
169922,"Orange juice, frozen concentrate, unsweetened, undiluted, with added calcium","Orangensaft, gefrorenes Konzentrat, ungesüßt, unverdünnt, mit Kalziumzusatz"
169923,"Orange juice, frozen concentrate, unsweetened, undiluted","Orangensaft, gefrorenes Konzentrat, ungesüßt, unverdünnt"
169924,"Tangerines, (mandarin oranges), canned, light syrup pack","Mandarinen (Mandarinen), Dose, leichte Siruppackung"
169925,"Tangerine juice, raw","Mandarinensaft, roh"
169926,"Papayas, raw","Papayas, roh"
169927,"Papaya, canned, heavy syrup, drained","Papaya, aus der Dose, starker Sirup, abgetropft"
169928,"Peaches, yellow, raw","Pfirsiche, gelb, roh"
169929,"Peaches, canned, water pack, solids and liquids","Pfirsiche, in Dosen, Wasserpackung, Feststoffe und Flüssigkeiten"
169930,"Peaches, canned, juice pack, solids and liquids","Pfirsiche, in Dosen, Saftpackungen, Feststoffe und Flüssigkeiten"
169931,"Peaches, canned, extra light syrup, solids and liquids (Includes foods for USDA's Food Distribution Program)","Pfirsiche, Dosen, extra leichter Sirup, Feststoffe und Flüssigkeiten (einschließlich Lebensmittel für das Food Distribution Program des USDA)"
169932,"Peaches, dehydrated (low-moisture), sulfured, uncooked","Pfirsiche, dehydriert (feuchtigkeitsarm), geschwefelt, ungekocht"
169933,"Peaches, dehydrated (low-moisture), sulfured, stewed","Pfirsiche, dehydriert (feuchtigkeitsarm), geschwefelt, gedünstet"
169934,"Peaches, dried, sulfured, uncooked","Pfirsiche, getrocknet, geschwefelt, ungekocht"
169935,"Peaches, dried, sulfured, stewed, without added sugar","Pfirsiche, getrocknet, geschwefelt, gedünstet, ohne Zuckerzusatz"
169936,"Pears, canned, juice pack, solids and liquids","Birnen, Konserven, Saftpackungen, Feststoffe und Flüssigkeiten"
169937,"Pears, canned, extra light syrup pack, solids and liquids (Includes foods for USDA's Food Distribution Program)","Birnen, in Dosen, extra leichte Siruppackung, Feststoffe und Flüssigkeiten (einschließlich Lebensmittel für das Food Distribution Program des USDA)"
169938,"Pears, canned, light syrup pack, solids and liquids","Birnen, in Dosen, leichte Siruppackung, Feststoffe und Flüssigkeiten"
169939,"Pears, canned, heavy syrup pack, solids and liquids","Birnen, in Dosen, schwere Siruppackung, Feststoffe und Flüssigkeiten"
169940,"Pear nectar, canned, without added ascorbic acid","Birnennektar, konserviert, ohne Zusatz von Ascorbinsäure"
169941,"Persimmons, japanese, raw","Kakis, japanisch, roh"
169942,"Persimmons, japanese, dried","Kakis, japanisch, getrocknet"
169943,"Persimmons, native, raw","Kakis, nativ, roh"
169944,"Pineapple, canned, heavy syrup pack, solids and liquids","Ananas, in Dosen, schwere Siruppackung, Feststoffe und Flüssigkeiten"
169945,"Pineapple, canned, extra heavy syrup pack, solids and liquids","Ananas, in Dosen, extra schwere Siruppackung, Feststoffe und Flüssigkeiten"
169946,"Pineapple, frozen, chunks, sweetened","Ananas, gefroren, Stücke, gesüßt"
169947,"Pineapple juice, canned or bottled, unsweetened, without added ascorbic acid","Ananassaft, aus der Dose oder Flasche, ungesüßt, ohne Zusatz von Ascorbinsäure"
169948,"Pineapple juice, frozen concentrate, unsweetened, undiluted","Ananassaft, gefrorenes Konzentrat, ungesüßt, unverdünnt"
169949,"Plums, raw","Pflaumen, roh"
169950,"Plums, canned, purple, water pack, solids and liquids","Pflaumen, in Dosen, lila, Wasserpackung, Feststoffe und Flüssigkeiten"
169951,"Plums, canned, purple, juice pack, solids and liquids","Pflaumen, Konserven, Lila, Saftpackung, Feststoffe und Flüssigkeiten"
169952,"Plums, canned, purple, light syrup pack, solids and liquids","Pflaumen, konserviert, lila, leichte Siruppackung, Feststoffe und Flüssigkeiten"
169953,"Lima beans, immature seeds, frozen, fordhook, unprepared","Limabohnen, unreife Samen, gefroren, Fordhook, unvorbereitet"
169954,"Lima beans, immature seeds, frozen, fordhook, cooked, boiled, drained, without salt","Limabohnen, unreife Samen, gefroren, gekocht, gekocht, abgetropft, ohne Salz"
169955,"Lima beans, immature seeds, frozen, baby, unprepared","Limabohnen, unreife Samen, gefroren, Baby, unvorbereitet"
169956,"Lima beans, immature seeds, frozen, baby, cooked, boiled, drained, without salt","Limabohnen, unreife Samen, gefroren, Baby, gekocht, gekocht, abgetropft, ohne Salz"
169957,"Mung beans, mature seeds, sprouted, raw","Mungobohnen, reife Samen, gekeimt, roh"
